source	name	host	bias	factuality	country	detail
ctj.org	citizens for tax justice	https://ctj.org	left-center	high	united states	https://mediabiasfactcheck.com/citizens-for-tax-justice/
citizensunited.org	citizens united	https://citizensunited.org	right	mixed	united states	https://mediabiasfactcheck.com/citizens-united/
cityandstateny.com	city and state new york	https://cityandstateny.com	least biased	high	united states	https://mediabiasfactcheck.com/city-and-state-new-york/
city-journal.org	city journal	https://www.city-journal.org	right	high	united states	https://mediabiasfactcheck.com/city-journal/
citypages.com	city pages	https://citypages.com	left-center	high	united states	https://mediabiasfactcheck.com/city-pages/
citylab.com	citylab	https://citylab.com	left-center	high	united states	https://mediabiasfactcheck.com/citylab/
cityworldnews.com	cityworldnews	https://cityworldnews.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/cityworldnews/
civictribune.com	civic tribune	https://civictribune.com	satire		united states	https://mediabiasfactcheck.com/civic-tribune/
nccivitas.org	civitas institute	https://www.nccivitas.org	right	mixed	united states	https://mediabiasfactcheck.com/civitas-institute/
claremont.org	claremont institute	https://www.claremont.org	right	mixed	united states	https://mediabiasfactcheck.com/claremont-institute/
clarionledger.com	clarion ledger	https://clarionledger.com	left-center	high	united states	https://mediabiasfactcheck.com/clarion-ledger/
clarionproject.org	clarion project	https://clarionproject.org	questionable sources	low	united states	https://mediabiasfactcheck.com/clarion-project/
clashdaily.com	clash daily	https://clashdaily.com	questionable sources	low	united states	https://mediabiasfactcheck.com/clash-daily/
cleantechnica.com	clean technica	https://cleantechnica.com	left-center	high	united states	https://mediabiasfactcheck.com/clean-technica/
clickhole.com	clickhole	https://clickhole.com	satire		united states	https://mediabiasfactcheck.com/clickhole/
climateactiontracker.org	climate action tracker	https://climateactiontracker.org	pro-science	very high	united states	https://mediabiasfactcheck.com/climate-action-tracker/
climatecentral.org	climate central	https://www.climatecentral.org	pro-science	very high	united states	https://mediabiasfactcheck.com/climate-central/
climatechangedispatch.com	climate change dispatch	https://climatechangedispatch.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/climate-change-dispatch/
climatedepot.com	climate depot	https://www.climatedepot.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/climate-depot/
judithcurry.com	climate etc	https://judithcurry.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/climate-etc/
climatefeedback.org	climate feedback	https://climatefeedback.org	pro-science	very high	france	https://mediabiasfactcheck.com/climate-feedback/
climatesciencewatch.org	climate science & policy watch (cspw)	https://www.climatesciencewatch.org	pro-science	high	united states	https://mediabiasfactcheck.com/climate-science-and-policy-watch/
climate.news	climate.news	https://climate.news	questionable sources	very low	united states	https://mediabiasfactcheck.com/climate-news/
climatism.blog	climatism	https://climatism.blog	conspiracy-pseudoscience	low	australia	https://mediabiasfactcheck.com/climatism/
cloverchronicle.com	clover chronicle	https://https://cloverchronicle.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/clover-chronicle-bias-credibility-fake-news/
cnbc.com	cnbc	https://cnbc.com	left-center	mostly factual	united states	https://mediabiasfactcheck.com/cnbc/
cnet.com	cnet	https://www.cnet.com	least biased	high	united states	https://mediabiasfactcheck.com/cnet/
cnn.com	cnn	https://www.cnn.com	left	mixed	united states	https://mediabiasfactcheck.com/cnn/
cnn-globalnews.com	cnn-globalnews.com	https://www.cnn-globalnews.com	questionable sources	very low		https://mediabiasfactcheck.com/cnn-globalnews-com/
cnn.com.de	cnn.com.de	https://cnn.com.de	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/cnn-com-de/
cnsnews.com	cns news	https://www.cnsnews.com	questionable sources	low	united states	https://mediabiasfactcheck.com/cns-news/
coasttocoastam.com	coast to coast am	https://www.coasttocoastam.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/coast-to-coast-am/
cochrane.org	cochrane	https://www.cochrane.org	pro-science	very high	united states	https://mediabiasfactcheck.com/cochrane/
codepink.org	code pink	https://www.codepink.org	left	mixed	united states	https://mediabiasfactcheck.com/code-pink/
colddeadhands.us	cold dead hands	https://www.colddeadhands.us	right	mixed	united states	https://mediabiasfactcheck.com/cold-dead-hands/
collapse.news	collapse.news	https://collapse.news	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/collapse-news/
collective-evolution.com	collective evolution	https://www.collective-evolution.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/collective-evolution/
collectivelyconscious.net	collectively conscious	https://collectivelyconscious.net	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/collectively-conscious/
gazette.com	colorado springs gazette	https://gazette.com	right-center	high	united states	https://mediabiasfactcheck.com/colorado-springs-gazette/
columbiadailyherald.com	columbia daily herald	https://www.columbiadailyherald.com	right-center	high	united states	https://mediabiasfactcheck.com/columbia-daily-herald/
cjr.org	columbia journalism review	https://www.cjr.org	left-center	high	united states	https://mediabiasfactcheck.com/columbia-journalism-review/
colombiareports.com	columbia reports	https://colombiareports.com	left-center	mixed	united states	https://mediabiasfactcheck.com/columbia-reports/
dispatch.com	columbus dispatch	https://www.dispatch.com	right-center	high	united states	https://mediabiasfactcheck.com/columbus-dispatch/
columbusfreepress.com/	columbus free press	https://https://columbusfreepress.com/	left	mixed	united states	https://mediabiasfactcheck.com/columbus-free-press/
commentarymagazine.com	commentary magazine	https://www.commentarymagazine.com	right	mostly factual	united states	https://mediabiasfactcheck.com/commentary-magazine/
crfb.org	committee for a responsible federal buddget	https://crfb.org	least biased	very high	united states	https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/
ced.org	committee for economic development	https://www.ced.org	least biased	high	united states	https://mediabiasfactcheck.com/committee-for-economic-development/
csicop.org	committee for skeptical inquiry	https://www.csicop.org	pro-science	very high	united states	https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/
investigaterussia.org	committee to investigate russia	https://investigaterussia.org	left-center	high	united states	https://mediabiasfactcheck.com/committee-investigate-russia/
cpj.org	committee to protect journalists	https://www.cpj.org	least biased	very high	united states	https://mediabiasfactcheck.com/committee-to-protect-journalists/
commoncause.org	common cause	https://www.commoncause.org	left-center	high	united states	https://mediabiasfactcheck.com/common-cause/
commondreams.org	common dreams	https://www.commondreams.org	left	high	united states	https://mediabiasfactcheck.com/common-dreams/
commonwealmagazine.org	commonweal magazine	https://www.commonwealmagazine.org	left-center	high	united states	https://mediabiasfactcheck.com/commonweal-magazine/
commonwealthfund.org	commonwealth fund	https://www.commonwealthfund.org	left-center	high	united states	https://mediabiasfactcheck.com/commonwealth-fund/
commdiginews.com	communities digital news	https://www.commdiginews.com	right	mixed	united states	https://mediabiasfactcheck.com/communities-digital-news/
cei.org	competitive enterprise institute	https://cei.org	questionable sources	low	united states	https://mediabiasfactcheck.com/competitive-enterprise-institute/
concernedwomen.org	concerned women for america	https://concernedwomen.org	questionable sources	low	united states	https://mediabiasfactcheck.com/concerned-women-america/
concordmonitor.com	concord monitor	https://www.concordmonitor.com	least biased	high	united states	https://mediabiasfactcheck.com/concord-monitor/
confederacyofdrones.com	confederacy of drones	https://confederacyofdrones.com	satire		united states	https://mediabiasfactcheck.com/confederacy-of-drones/
conflict-news.com	conflict news	https://www.conflict-news.com	least biased	high	united states	https://mediabiasfactcheck.com/conflict-news/
congress.gov	congress.gov	https://www.congress.gov	least biased	very high	united states	https://mediabiasfactcheck.com/congress-gov/
cbo.gov	congressional budget office (cbo)	https://www.cbo.gov	least biased	very high	united states	https://mediabiasfactcheck.com/congressional-budget-office-cbo/
ctpost.com	connecticut post	https://ctpost.com	left-center	high	united states	https://mediabiasfactcheck.com/connecticut-post/
consciouslifenews.com	conscious life news	https://consciouslifenews.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/conscious-life-news/
conservapedia.com	conservapedia	https://www.conservapedia.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/conservapedia/
conservative101.com	conservative 101	https://conservative101.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-101/
conservativeammo.com/	conservative ammo	https://conservativeammo.com/	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-ammo/
conservativearmy88.com/	conservative army	https://http://conservativearmy88.com/	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-army/
conservativebase.com	conservative base	https://conservativebase.com	right	mixed	united states	https://mediabiasfactcheck.com/conservative-base/
conservativebyte.com	conservative byte	https://conservativebyte.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-byte/
conservativedailynews.com	conservative daily news	https://www.conservativedailynews.com	right	mixed	united states	https://mediabiasfactcheck.com/conservative-daily-news/
conservativedailypost.com	conservative daily post	https://conservativedailypost.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-daily-post/
conservativefighters.com	conservative fighters	https://conservativefighters.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-fighters/
conservativefiringline.com	conservative firing line	https://conservativefiringline.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/conservative-firing-line/
conservativeflashnews.com	conservative flash news	https://conservativeflashnews.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-flash-news/
conservativefreepress.com	conservative free press	https://www.conservativefreepress.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-free-press/
conservativehq.com	conservative hq	https://www.conservativehq.com	right	mixed	united states	https://mediabiasfactcheck.com/conservative-hq/
conservativeinfocorner.us	conservative info corner	https://www.conservativeinfocorner.us	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-info-corner/
conservativeinstitute.org	conservative institute	https://www.conservativeinstitute.org	right	mostly factual	united states	https://mediabiasfactcheck.com/conservative-institute/
conservativemedia.com	conservative media	https://conservativemedia.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-media/
consmovement.com	conservative movement	https://consmovement.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-movement/
consnation.com	conservative nation	https://www.consnation.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-nation/
conservativeopinion.com	conservative opinion	https://conservativeopinion.com	right	mixed	united states	https://mediabiasfactcheck.com/conservativeopinion-com/
conspatriot.com	conservative patriot	https://conspatriot.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-patriot/
conservativepoliticstoday	conservative politics today	https://conservativepoliticstoday	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-politics-today/
conservativepoliticus.com	conservative politicus	https://www.conservativepoliticus.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-politicus/
conservativepost.com	conservative post	https://conservativepost.com	questionable sources	low	united states	https://mediabiasfactcheck.com/conservative-post/
conservativereview.com	conservative review	https://www.conservativereview.com	right	mixed	united states	https://mediabiasfactcheck.com/conservative-review/
conservativespirit.com	conservative spirit	https://conservativespirit.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/conservative-spirit/
conservativetoday.com	conservative today	https://conservativetoday.com	right	mixed	united states	https://mediabiasfactcheck.com/conservative-today/
westernjournal.com	conservative tribune	https://www.westernjournal.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/conservative-tribune/
consortiumnews.com	consortium news	https://consortiumnews.com	left-center	mostly factual	united states	https://mediabiasfactcheck.com/consortium-news/
conspiracydailyupdate.com	conspiracy daily update	https://conspiracydailyupdate.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/conspiracy-daily-update/
conspiracyinquirer.com	conspiracy inquirer	https://conspiracyinquirer.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/conspiracy-inquirer/
conspiracyplanet.com	conspiracy planet	https://www.conspiracyplanet.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/conspiracy-planet/
constitutioncenter.org	constitution daily	https://constitutioncenter.org	least biased	high	united states	https://mediabiasfactcheck.com/constitution-daily/
constitutionproject.org	constitution project	https://www.constitutionproject.org	left-center	mostly factual	united states	https://mediabiasfactcheck.com/constitution-project/
rickwells.us	constitution rising	https://rickwells.us	questionable sources	mixed	united states	https://mediabiasfactcheck.com/constitution-rising/
consumerreports.org	consumer reports	https://www.consumerreports.org	least biased	high	united states	https://mediabiasfactcheck.com/consumer-reports/
consumerwellness.org	consumer wellness center	https://consumerwellness.org	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/consumer-wellness-center/
consumerist.com	consumerist	https://consumerist.com	least biased	high	united states	https://mediabiasfactcheck.com/consumerist/
consumerlab.com	consumerlab.com	https://www.consumerlab.com	pro-science	high	united states	https://mediabiasfactcheck.com/consumerlab-com/
content.news	content news	https://content.news	left	mixed	united states	https://mediabiasfactcheck.com/content-news/
contrailscience.com	contrail science	https://contrailscience.com	pro-science	very high	united states	https://mediabiasfactcheck.com/contrail-science/
cookpolitical.com	cook political reports	https://cookpolitical.com	least biased	high	united states	https://mediabiasfactcheck.com/cook-political-report/
copblock.org	cop block	https://copblock.org	left	high	united states	https://mediabiasfactcheck.com/cop-block/
coronavirus.gov	coronavirus.gov	https://coronavirus.gov	least biased	high	united states	https://mediabiasfactcheck.com/coronavirus-gov/
corporatepresidency.org	corporate presidency	https://corporatepresidency.org	left-center	high	united states	https://mediabiasfactcheck.com/corporate-presidency/
corriere.it	corriere della sera	https://corriere.it	least biased	high	italy	https://mediabiasfactcheck.com/corriere-della-sera/
cosmicintelligenceagency.com	cosmic intelligence agency	https://cosmicintelligenceagency.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/cosmic-intelligence-agency/
cosmopolitan.com	cosmopolitan	https://www.cosmopolitan.com	left	mostly factual	united states	https://mediabiasfactcheck.com/cosmopolitan/
cosmosmagazine.com	cosmos magazine	https://cosmosmagazine.com	pro-science	very high	australia	https://mediabiasfactcheck.com/cosmos-magazine/
cair.com	council for american-islamic relations (cair)	https://www.cair.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/council-on-american-islamic-relations-cair/
councilforthenationalinterest.org	council for the national interest	https://www.councilforthenationalinterest.org	left-center	high	united states	https://mediabiasfactcheck.com/council-for-the-national-interest/
cfr.org	council on foreign relations	https://www.cfr.org	least biased	high	united states	https://mediabiasfactcheck.com/council-on-foreign-relations/
countable.us	countable news	https://www.countable.us	least biased	high	united states	https://mediabiasfactcheck.com/countable-news/
countdowntozerotime.com	countdown to zerotime	https://countdowntozerotime.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/countdown-to-zerotime/
countercurrentnews.com	counter current news	https://countercurrentnews.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/counter-current-news/
counterpropa.com	counter propa	https://counterpropa.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/counter-propa/
countercurrents.org	countercurrents.org	https://www.countercurrents.org	left	high	india	https://mediabiasfactcheck.com/countercurrents-org/
counterpsyops.com	counterpsyops	https://counterpsyops.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/counterpsyops/
counterpunch.org	counterpunch	https://www.counterpunch.org	left	mostly factual	united states	https://mediabiasfactcheck.com/counterpunch/
counterthink.com	counterthink.com	https://counterthink.com	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/counterthink-com/
courthousenews.com	courthouse news service	https://www.courthousenews.com	least biased	high	united states	https://mediabiasfactcheck.com/courthouse-news-service/
geopolitics.co	covert geopolitics	https://geopolitics.co	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/covert-geopolitics/
covidtracking.com	covid tracking project	https://covidtracking.com	least biased	high	united states	https://mediabiasfactcheck.com/the-covid-tracking-project/
cowgernation.com	cowger nation	https://cowgernation.com	right	mixed	united states	https://mediabiasfactcheck.com/cowger-nation/
cp24.com	cp24	https://www.cp24.com	least biased	high	canada	https://mediabiasfactcheck.com/cp24/
cracked.com	cracked	https://www.cracked.com	satire		united states	https://mediabiasfactcheck.com/cracked/
creambmp.com	cream bmp	https://creambmp.com	satire		russia	https://mediabiasfactcheck.com/cream-bmp/
creationwiki.org	creationwiki	https://creationwiki.org	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/creationwiki/
credoaction.com	credo action	https://credoaction.com	left-center	high	united states	https://mediabiasfactcheck.com/credo-action/
crikey.com.au	crikey	https://crikey.com.au	left	high	australia	https://mediabiasfactcheck.com/crikey/
crimeresearch.org	crime prevention research center	https://crimeresearch.org	right	mixed	united states	https://mediabiasfactcheck.com/crime-prevention-research-center/
crimeola.com	crimeola	https://crimeola.com	least biased	high	united states	https://mediabiasfactcheck.com/crimeola/
crimethinc.com	crimethinc	https://crimethinc.com	left	high	united states	https://mediabiasfactcheck.com/crimethinc/
crisismagazine.com	crisis magazine	https://www.crisismagazine.com	right	mixed	united states	https://mediabiasfactcheck.com/crisis-magazine/
crooked.com	crooked media	https://crooked.com	left	mostly factual	united states	https://mediabiasfactcheck.com/crooked-media/
crooksandliars.com	crooks and liars	https://crooksandliars.com	left	mostly factual	united states	https://mediabiasfactcheck.com/crooks-and-liars/
crosscut.com	crosscut.com	https://crosscut.com	left-center	high	united states	https://mediabiasfactcheck.com/crosscut-com/
csglobe.com	cs globe	https://csglobe.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/cs-globe/
cscmediagroupus.com	csc mediagroup usa	https://www.cscmediagroupus.com	right	mixed	united states	https://mediabiasfactcheck.com/csc-mediagroup-usa/
ctmirror.org	ct mirror	https://ctmirror.org	left-center	high	united states	https://mediabiasfactcheck.com/ct-mirror/
ctvnews.ca	ctv news	https://www.ctvnews.ca	least biased	high	canada	https://mediabiasfactcheck.com/ctv-news/
curiosity.com	curiosity.com	https://curiosity.com	least biased	high	united states	https://mediabiasfactcheck.com/curiosity-com/
curiousmindmagazine.com	curious mind magazine	https://curiousmindmagazine.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/curious-mind-magazine/
currentaffairs.org	current affairs	https://www.currentaffairs.org	left	high	united states	https://mediabiasfactcheck.com/current-affairs-magazine/
curvemag.com	curve magazine	https://www.curvemag.com	left	high	united states	https://mediabiasfactcheck.com/curve-magazine/
dccircuitbreaker.org	d.c. circuit breaker	https://dccircuitbreaker.org	least biased	high	united states	https://mediabiasfactcheck.com/d-c-circuit-breaker/
thedailybeast.com	daily beast	https://www.thedailybeast.com	left	mostly factual	united states	https://mediabiasfactcheck.com/daily-beast/
law.com/dailybusinessreview/	daily business review	https://https://www.law.com/dailybusinessreview/	least biased	high	united states	https://mediabiasfactcheck.com/daily-business-review/
dailybuzzlive.com	daily buzz live	https://dailybuzzlive.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/daily-buzz-live/
dailycaller.com	daily caller	https://dailycaller.com	right	mixed	united states	https://mediabiasfactcheck.com/daily-caller/
dailycamera.com	daily camera	https://dailycamera.com	least biased	high	united states	https://mediabiasfactcheck.com/daily-camera/
dailycurrant.com	daily currant	https://dailycurrant.com	satire		united states	https://mediabiasfactcheck.com/the-daily-currant/
dailydems.com	daily dems	https://www.dailydems.com	left	mixed	united states	https://mediabiasfactcheck.com/daily-dems/
dailydot.com	daily dot	https://www.dailydot.com	left	high	united states	https://mediabiasfactcheck.com/daily-dot/
express.co.uk	daily express	https://www.express.co.uk	right	high	united kingdom	https://mediabiasfactcheck.com/daily-express/
dailygrail.com	daily grail	https://www.dailygrail.com	conspiracy-pseudoscience	mixed	australia	https://mediabiasfactcheck.com/daily-grail/
dailyheadlines.net	daily headlines	https://dailyheadlines.net	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/daily-headlines/
dailyherald.com	daily herald	https://www.dailyherald.com	right-center	high	united states	https://mediabiasfactcheck.com/daily-herald/
dailyinfobox.com	daily infobox	https://www.dailyinfobox.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/daily-infobox/
dailyinsidernews.com	daily insider news	https://www.dailyinsidernews.com	questionable sources	low	united states	https://mediabiasfactcheck.com/daily-insider-news/
dailyjournalonline.com	daily journal (missouri)	https://dailyjournalonline.com	least biased	high	united states	https://mediabiasfactcheck.com/daily-journal-missouri/
thedailyliberator.com	daily liberator	https://www.thedailyliberator.com	right	mixed	united states	https://mediabiasfactcheck.com/the-daily-liberator/
dailymail.co.uk	daily mail	https://www.dailymail.co.uk	questionable sources	low	united kingdom	https://mediabiasfactcheck.com/daily-mail/
dailymaverick.co.za	daily maverick	https://dailymaverick.co.za	least biased	high	south africa	https://mediabiasfactcheck.com/daily-maverick/
mirror.co.uk	daily mirror	https://www.mirror.co.uk	left-center	mixed	united kingdom	https://mediabiasfactcheck.com/daily-mirror/
dailynewsbin.com	daily newsbin	https://dailynewsbin.com	left	mixed	united states	https://mediabiasfactcheck.com/daily-news-bin/
dailynotify.com	daily notify	https://www.dailynotify.com	questionable sources	low	canada	https://mediabiasfactcheck.com/daily-notify/
dailyoccupation.com	daily occupation	https://dailyoccupation.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/daily-occupation/
dailypoliticalnewswire.com	daily political newswire	https://dailypoliticalnewswire.com	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/daily-political-newswire/
dailypress.com	daily press	https://www.dailypress.com	right-center	high	united states	https://mediabiasfactcheck.com/daily-press/
dailypresser.com	daily presser	https://www.dailypresser.com	questionable sources	low	united states	https://mediabiasfactcheck.com/daily-presser/
dailyrecord.com	daily record	https://www.dailyrecord.com	least biased	high	united states	https://mediabiasfactcheck.com/daily-record/
dailyrecord.co.uk	daily record (scotland)	https://www.dailyrecord.co.uk	left	mixed	united kingdom	https://mediabiasfactcheck.com/daily-record-scotland/
dailysignal.com	daily signal	https://dailysignal.com	right	mostly factual	united states	https://mediabiasfactcheck.com/daily-signal/
dailysoundandfury.com	daily sound and fury	https://dailysoundandfury.com	left	mixed	united states	https://mediabiasfactcheck.com/daily-sound-and-fury/
dailysquib.co.uk	daily squib	https://www.dailysquib.co.uk	satire		united kingdom	https://mediabiasfactcheck.com/the-daily-squib/
dailystar.co.uk	daily star uk	https://www.dailystar.co.uk	questionable sources	mixed	united kingdom	https://mediabiasfactcheck.com/daily-star-uk/
dailystormer.name	daily stormer	https://dailystormer.name	questionable sources	very low	united states	https://mediabiasfactcheck.com/daily-stormer/
dailysurge.com	daily surge	https://dailysurge.com	right	mixed	united states	https://mediabiasfactcheck.com/daily-surge/
telegraph.co.uk	daily telegraph (uk)	https://www.telegraph.co.uk	right	mixed	united kingdom	https://mediabiasfactcheck.com/daily-telegraph/
dailytorch.com/	daily torch	https://http://dailytorch.com/	right	mostly factual	united states	https://mediabiasfactcheck.com/daily-torch/
dailyusaupdate.com	daily usa update	https://dailyusaupdate.com	questionable sources	low	united states	https://mediabiasfactcheck.com/daily-usa-update/
dailyworldinformation.com	daily world information	https://dailyworldinformation.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/daily-world-information/
dailyworldupdate.us	daily world update	https://dailyworldupdate.us	satire		united states	https://mediabiasfactcheck.com/daily-world-update/
dailyhealthpost.com	dailyhealthpost	https://dailyhealthpost.com	conspiracy-pseudoscience	low	canada	https://mediabiasfactcheck.com/dailyhealthpost/
dailyo.in	dailyo	https://https://www.dailyo.in	right-center	mixed	india	https://mediabiasfactcheck.com/DailyO-bias-rating/
dailysnark.com	dailysnark	https://dailysnark.com	satire		united states	https://mediabiasfactcheck.com/dailysnark/
dallasnews.com	dallas morning news	https://www.dallasnews.com	right-center	high	united states	https://mediabiasfactcheck.com/dallas-morning-news/
dallasvoice.com	dallas voice	https://www.dallasvoice.com	left	high	united states	https://mediabiasfactcheck.com/dallas-voice/
damreports.com	dam-reports	https://www.damreports.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/dam-reports/
dangerous.com	dangerous	https://www.dangerous.com	right	mixed	united states	https://mediabiasfactcheck.com/dangerous/
darientimes.com	darien times	https://www.darientimes.com	least biased	high	united states	https://mediabiasfactcheck.com/darien-times/
darkjournalist.com	dark journalist	https://www.darkjournalist.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/dark-journalist/
dataasylum.com	data asylum	https://www.dataasylum.com	conspiracy-pseudoscience	low	canada	https://mediabiasfactcheck.com/data-asylum/
davidicke.com	david icke	https://www.davidicke.com	conspiracy-pseudoscience	very low	united kingdom	https://mediabiasfactcheck.com/david-icke/
davidwolfe.com	david wolfe	https://www.davidwolfe.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/david-wolfe/
davidharrisjr.com	davidharrisjr.com	https://davidharrisjr.com	questionable sources	low	united states	https://mediabiasfactcheck.com/davidharrisjr-com/
dawn.com	dawn	https://www.dawn.com	left-center	high	pakistan	https://mediabiasfactcheck.com/dawn/
daytondailynews.com	dayton daily news	https://www.daytondailynews.com	least biased	high	united states	https://mediabiasfactcheck.com/dayton-daily-news/
dcbluedot.com	dc blue dot	https://www.dcbluedot.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/dc-blue-dot/
dcdirtylaundry.com	dc dirty laundry	https://dcdirtylaundry.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/dc-dirty-laundry/
thedcgazette.com	dc gazette	https://thedcgazette.com	questionable sources	low	united states	https://mediabiasfactcheck.com/dc-gazette/
dcstatesman.com	dc statesman	https://www.dcstatesman.com	right	mixed	united states	https://mediabiasfactcheck.com/dc-statesman/
dcwhispers.com	dc whispers	https://dcwhispers.com	right	mixed	united states	https://mediabiasfactcheck.com/dc-whispers/
dcreport.org	dcreport.org	https://www.dcreport.org	left-center	high	united states	https://mediabiasfactcheck.com/dcreport-org/
telegraaf.nl	de telegraaf	https://telegraaf.nl	right	mixed	netherlands	https://mediabiasfactcheck.com/de-telegraaf/
volkskrant.nl	de volkskrant	https://www.volkskrant.nl	right-center	high	netherlands	https://mediabiasfactcheck.com/de-volkskrant/
deadline.com	deadline hollywood	https://deadline.com	left-center	high	united states	https://mediabiasfactcheck.com/deadline-hollywood/
deadspin.com	deadspin	https://deadspin.com	left	high	united states	https://mediabiasfactcheck.com/deadspin/
deadstate.org	deadstate	https://deadstate.org	left	high	united states	https://mediabiasfactcheck.com/dead-state/
deathandtaxesmag.com	deathandtaxes	https://www.deathandtaxesmag.com	left	high	united states	https://mediabiasfactcheck.com/deathandtaxes/
debatepost.com	debate post	https://debatepost.com	right	high	united states	https://mediabiasfactcheck.com/debate-post/
debka.com	debkafile	https://www.debka.com	questionable sources	mixed	israel	https://mediabiasfactcheck.com/debkafile/
debunkingdenialism.com	debunking denialism	https://debunkingdenialism.com	left-center	high	sweden	https://mediabiasfactcheck.com/debunking-denialism/
debunkingskeptics.com	debunking skeptics	https://www.debunkingskeptics.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/scepcop-debunking-skeptics/
deccanchronicle.com	deccan chronicle	https://deccanchronicle.com	right-center	mostly factual	india	https://mediabiasfactcheck.com/deccan-chronicle/
deccanherald.com	deccan herald	https://www.deccanherald.com	left-center	mixed	united states	https://mediabiasfactcheck.com/deccan-herald/
deepleftfield.info	deep left field	https://deepleftfield.info	questionable sources	mixed	united states	https://mediabiasfactcheck.com/deep-left-field/
deepsouthvoice.com	deep south voice	https://deepsouthvoice.com	left	mixed	united states	https://mediabiasfactcheck.com/deep-south-voice/
deepstatenation.com	deepstatenation.com	https://deepstatenation.com	left	mixed	united states	https://mediabiasfactcheck.com/deepstatenation-com/
defendevropa.org	defend europa	https://www.defendevropa.org	questionable sources	low	netherlands	https://mediabiasfactcheck.com/defend-europa/
defensenews.com	defense news	https://www.defensenews.com	least biased	high	united states	https://mediabiasfactcheck.com/defense-news/
defenseone.com	defense one	https://www.defenseone.com	least biased	high	united states	https://mediabiasfactcheck.com/defense-one/
